name,objID,ra,dec,run,rerun,camcol,field,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z
940,588848899897098400,144.40309436,-0.12559837,756,44,3,191,STAR,20.398001,19.962442,19.610237,19.163977,18.947821
941,587738570854367265,192.98904214,15.95778514,4381,40,6,146,STAR,19.698259,19.454409,19.41736,19.194597,19.206053
942,587736478666654013,221.78852482,10.64015164,3894,40,5,119,STAR,23.89463,22.783619,20.788918,19.946693,19.364431
943,587728880870686800,139.2880785,4.02340609,2125,40,5,137,STAR,19.693594,19.440332,19.408457,19.247236,19.341438
944,587739132415442960,205.1607618,35.98582047,4512,40,4,56,STAR,19.17827,19.015614,18.937593,18.714945,18.669075
945,587742589867786267,240.23816107,11.92906305,5317,40,4,112,STAR,19.395096,19.234835,18.916393,18.837303,18.883678
946,587731514219364493,25.52037889,1.22064182,2738,40,6,89,STAR,20.862793,20.563326,20.22802,20.080439,20.071573
947,587726014003150936,198.24743839,1.50624932,1458,40,1,490,STAR,19.01965,18.807446,18.735287,18.594095,18.6938
948,588017979957903429,158.96319389,37.94492631,3900,41,6,239,STAR,17.590553,17.212624,16.985842,16.801157,16.823219
949,587732471998710053,129.52627378,35.19347782,2961,40,6,114,STAR,22.351976,20.431858,20.344173,20.229792,20.408003
950,588018252682363013,234.70671663,39.13325191,3964,41,2,148,STAR,24.50209,20.128937,19.710846,19.727734,19.855862
951,588011218596069398,193.78374691,62.34733343,2326,41,4,93,STAR,18.038353,17.932625,17.861797,17.77717,17.686037
952,587732771051012214,172.04936514,9.49288093,3031,40,3,346,STAR,19.766209,19.402372,19.183725,19.053116,18.857384
953,587729777438621968,201.61162476,-2.57860059,2334,40,3,38,STAR,24.156527,20.953503,20.44035,20.228857,19.898691
954,587734948580098178,125.56909145,6.06246811,3538,40,3,51,STAR,19.362108,19.161327,19.047363,18.765696,18.700617
955,587732483804954923,130.01002693,34.76691929,2964,40,4,39,STAR,20.201443,20.144915,19.897631,19.965286,19.917593
956,587738569785147486,203.67118121,14.65995551,4381,40,4,215,STAR,18.623604,18.325699,18.100294,18.006908,18.089863
957,587739158728540328,150.76512409,33.20150056,4518,40,5,154,STAR,21.74069,21.265732,21.065426,20.839931,20.407431
958,587738951488766068,188.99294063,37.03596201,4470,40,3,38,STAR,20.693499,20.356104,20.2904,20.181505,19.822605
959,588848899902013521,155.68601283,-0.12651934,756,44,3,266,STAR,19.148067,18.991724,18.71406,18.596733,18.578289
960,587742061622198396,215.20523772,19.82384189,5194,40,4,652,STAR,19.212095,18.851107,18.683647,18.396067,18.374439
961,587736524294783028,204.05229054,6.49267426,3905,40,2,29,GALAXY,19.474808,19.165071,18.995077,18.6341,18.177116
962,588017110754131977,167.72840289,45.84895656,3698,41,3,90,STAR,19.48999,18.740137,18.676085,18.669626,18.582315
963,587741726576017480,178.25570304,25.1751087,5116,40,4,61,STAR,19.105314,18.934586,18.752359,18.673616,18.732405
964,587741490368217188,158.83629187,27.59034894,5061,40,4,296,STAR,20.138077,19.539093,19.235964,19.004549,18.799255
965,588017605768052741,215.902123,41.3752321,3813,41,5,379,STAR,19.28108,19.202412,19.032318,19.031937,18.981455
966,587727179544854570,49.9571933,-6.91645253,1729,40,4,413,STAR,18.446573,17.921257,17.93821,18.109745,17.991308
967,587739815320682797,248.77571797,16.13360759,4671,40,4,139,STAR,20.238995,19.909311,19.849243,19.773272,19.843132
968,588015508197605902,4.4871117,-0.78975874,3325,41,2,138,STAR,22.89262,21.527878,20.600119,19.917622,19.596556
969,587732483277389878,154.08396224,45.54935996,2964,40,3,181,STAR,17.802555,17.730503,17.460836,17.444506,17.459476
970,588016839634976808,125.91362359,24.36634396,3635,41,2,100,STAR,17.722721,17.534184,17.432737,17.308342,17.337055
971,588016892249636935,156.25817701,39.12300728,3647,41,4,120,STAR,19.393751,19.309662,19.228464,18.956207,18.903908
972,587739609169985641,200.21013232,31.79113429,4623,40,4,257,STAR,19.591124,19.355896,19.307966,19.002712,18.856882
973,587731890577866897,178.86053828,57.23550351,2826,40,3,272,STAR,20.524094,19.835627,19.157202,18.838589,18.633226
974,588023240742600740,133.06475598,16.7338995,5125,41,5,35,STAR,19.169844,19.017035,18.77306,18.850489,18.791275
975,587728879797403988,140.44981835,3.29684129,2125,40,3,144,STAR,20.205742,20.125172,20.07346,19.666401,19.677433
976,587738948291919890,177.35982996,40.48845987,4469,40,5,410,STAR,18.172987,18.014179,18.051939,17.856842,17.876139
977,587724199885930681,9.49796336,15.92864509,1035,40,6,26,STAR,19.978285,19.765972,19.661413,19.357948,19.325882
978,587739609166774281,191.57631461,32.48241528,4623,40,4,208,STAR,19.214869,19.001806,18.949522,18.776966,18.919855
979,587726031709339676,174.59881149,1.65688527,1462,40,2,329,STAR,19.130575,18.724552,18.371603,18.401148,18.300789
980,587741722288652361,199.42011331,26.96784204,5115,40,4,177,STAR,19.515966,19.047997,18.96574,18.725788,18.699352
981,587726032795729968,203.54904877,2.41958029,1462,40,4,522,STAR,19.417807,19.364649,19.103945,19.070711,19.20084
982,587741490365136952,151.26749713,25.72882656,5061,40,4,249,STAR,19.527128,19.087891,19.195581,19.186434,19.251385
983,587742646237200846,241.3397639,13.70164893,5330,40,5,81,STAR,21.237827,19.166155,18.803541,18.746431,18.689407
984,587733081888784508,193.02568636,55.60087098,3103,40,6,186,STAR,21.425253,20.096699,19.911076,19.719326,19.308027
985,587729386600988877,131.16308097,45.15728013,2243,40,3,105,STAR,20.322496,20.264347,20.273922,20.042854,19.850471
986,587724241233707093,57.96241489,-6.22400664,1045,40,3,159,STAR,18.365911,17.893459,17.713907,17.566692,17.370586
987,587732054847652138,119.4781556,29.37168563,2864,40,5,78,STAR,20.146606,19.908165,19.892689,19.675774,19.615898
988,587742013828694049,204.33914444,21.20931945,5183,40,3,469,STAR,17.545334,17.473459,17.442266,17.221832,17.200249
989,587741420030591036,138.23987197,22.62583118,5045,40,1,181,STAR,19.13735,19.009367,18.664618,18.7551,18.930191
990,587732771570581753,132.2470425,6.25674132,3031,40,4,82,STAR,20.477846,19.810413,18.946882,18.674347,18.61721
991,588298663039729689,194.49789137,47.04592663,3716,42,3,82,GALAXY,18.994703,18.739233,18.356245,18.301729,17.92812
992,587741392648667291,149.57890793,28.36258323,5038,40,6,158,STAR,25.152468,21.138075,20.249897,20.074398,20.050501
993,588011102102683799,227.40740345,54.60527161,2299,41,3,209,STAR,20.611057,18.768517,18.685875,18.775991,18.663717
994,588017949363273798,218.33429533,38.14769865,3893,41,5,346,STAR,19.10161,18.624865,18.617411,18.670263,18.598711
995,587726032789766295,189.89836705,2.58408614,1462,40,4,431,STAR,20.015524,19.551607,18.947182,18.907053,18.7435
996,587725504486048113,260.95889564,54.38901945,1339,40,4,84,STAR,20.048893,19.897484,19.796129,19.664471,19.458097
997,587732771037446208,140.87411512,6.82360062,3031,40,3,139,STAR,19.732994,19.129311,18.944656,18.605444,18.48085
998,588848899931832371,223.72788527,-0.08732826,756,44,3,721,STAR,19.536356,19.253977,18.637623,18.42399,18.455856
999,587727221935571134,325.33048013,11.4737669,1739,40,3,76,STAR,18.568342,18.545099,18.43552,18.127842,18.044806
